appid,name,price,release_date,required_age,genres,achievements,positive_ratings,negative_ratings,windows,mac,linux
32730,F-22 Lightning 3,6.99,2009-06-18,0,Simulation,0,47,27,True,False,False
32740,MiG-29 Fulcrum,6.99,2009-06-01,0,Simulation,0,33,8,True,False,False
32750,Comanche 4,6.99,2009-06-18,0,Action;Simulation,0,93,16,True,False,False
32760,Tachyon: The Fringe,6.99,2009-06-18,0,Simulation,0,102,15,True,False,False
32770,Joint Operations: Combined Arms Gold,14.99,2009-09-29,0,Action,0,121,17,True,False,False
32900,Restaurant Empire II,13.99,2009-05-27,0,Casual;Indie;Simulation;Strategy,0,112,65,True,False,False
33100,Alien Shooter,3.99,2009-05-27,0,Action;Indie;RPG,17,815,92,True,False,False
33110,Alien Shooter: Revisited,3.99,2009-05-27,0,Action;Indie;RPG,0,150,79,True,False,False
33120,Alien Shooter 2: Reloaded,3.99,2009-05-27,0,Action;Indie;RPG,0,995,84,True,False,False
33130,Zombie Shooter,3.99,2009-05-27,0,Action;Indie;RPG,0,410,73,True,False,False
33180,Zombie Shooter 2,7.19,2009-11-18,0,Action;Indie;RPG,0,291,85,True,False,False
33230,Assassin's Creed 2 Deluxe Edition,8.59,2010-03-04,0,Action;Adventure,0,14861,2639,True,False,False
33320,Prince of Persia: The Forgotten Sands™,8.59,2010-06-10,0,Action;Adventure,0,511,263,True,False,False
33390,Zeit²,8.59,2011-01-12,0,Action;Indie,70,26,7,True,False,False
33460,From Dust,8.59,2011-08-17,0,Adventure;Simulation,0,1356,750,True,False,False
33520,Tropico Reloaded,5.99,2009-07-24,0,Simulation;Strategy,0,412,60,True,False,False
33570,Patrician III,3.99,2010-11-18,0,RPG;Simulation;Strategy,0,289,86,True,False,False
33600,Broken Sword 2 - the Smoking Mirror: Remastered,4.99,2009-12-02,0,Adventure,0,432,51,True,True,True
33610,Broken Sword 3 - the Sleeping Dragon,4.99,2009-12-02,0,Adventure,0,181,167,True,False,False
33620,Crash Time 3,3.99,2009-11-25,0,Action;Racing,0,228,64,True,False,False
33650,Puzzler World,4.99,2010-05-28,0,Casual,14,299,37,True,False,False
33660,Ziro,4.99,2010-05-28,0,Casual;Indie,36,21,7,True,False,False
33670,Disciples III - Renaissance Steam Special Edition,9.99,2010-07-13,0,Strategy;RPG,57,166,134,True,False,False
33680,eversion,3.99,2010-06-07,0,Indie,14,955,92,True,True,True
33760,The Search for Amelia Earhart,4.99,2010-02-22,0,Casual,0,1,4,True,False,False
33770,Drakensang: The River of Time,14.99,2011-02-16,0,RPG,0,154,37,True,False,False
33790,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,14.99,2011-06-09,0,Casual,0,16,13,True,True,False
33900,Arma 2,7.99,2009-06-29,0,Action;Simulation;Strategy,0,1728,357,True,False,False
33930,Arma 2: Operation Arrowhead,11.99,2010-06-29,18,Action;Simulation;Strategy,0,17683,1519,True,False,False
33950,Fish Fillets 2,3.99,2010-11-05,0,Casual;Indie,0,151,56,True,False,False
33980,Pound of Ground,8.99,2010-11-05,0,Action,26,78,49,True,False,False
33990,Alternativa,9.99,2010-11-05,0,Adventure,0,83,86,True,False,False
34010,Alpha Protocol™,9.99,2010-05-27,16,Action;RPG,0,3113,785,True,False,False
34030,Total War: NAPOLEON – Definitive Edition,0.0,2010-02-25,0,Strategy,71,8540,907,True,True,False
34190,Sonic & SEGA All-Stars Racing,4.99,2010-03-03,0,Racing,0,614,173,True,False,False
34410,Death to Spies: Moment of Truth,4.99,2009-08-07,0,Action,0,260,42,True,False,False
34420,XIII Century – Gold Edition,3.99,2009-08-28,0,Strategy,0,55,57,True,False,False
34500,Light of Altair,11.99,2009-06-04,0,Indie;Simulation;Strategy,30,31,7,True,False,False
34600,Order of War™,5.99,2009-09-17,0,Strategy,0,270,98,True,False,False
34630,Massive Assault,6.99,2009-11-04,0,Strategy,0,6,2,True,False,False
34640,Massive Assault: Phantom Renaissance,6.99,2009-11-04,0,Strategy,0,11,2,True,False,False
34800,Chronicles of Mystery: The Scorpio Ritual,3.99,2009-06-18,0,Adventure,0,46,23,True,False,False
34810,Project Freedom,2.99,2009-10-14,0,Action;Simulation,0,80,26,True,False,False
34820,Combat Wings: Battle of Britain,4.99,2009-10-14,0,Simulation,0,373,101,True,False,False
34830,Sniper: Ghost Warrior,5.99,2010-06-24,0,Action,24,2143,1728,True,False,False
34870,Sniper: Ghost Warrior 2,6.99,2013-03-11,18,Action,38,6775,2724,True,False,False
34900,Bad Rats: the Rats' Revenge,0.79,2009-07-20,0,Indie,13,10465,2981,True,False,False
34920,Razor2: Hidden Skies,6.99,2010-07-19,0,Action;Casual;Indie,10,49,154,True,False,False
35000,Mini Ninjas,7.99,2009-09-14,0,Action;Adventure,0,1612,270,True,False,False
35070,Flora's Fruit Farm,2.99,2009-10-01,0,Casual,0,58,28,True,False,False
35130,Lara Croft and the Guardian of Light,7.99,2010-09-28,0,Action;Adventure,12,2506,237,True,False,False
35140,Batman: Arkham Asylum Game of the Year Edition,14.99,2010-03-26,0,Action;Adventure,47,20297,865,True,True,False
35300,Warfare,9.99,2009-07-20,0,Strategy,0,73,26,True,False,False
35310,Clutch,6.99,2009-07-20,0,Action;Racing,0,90,44,True,False,False
35320,Insane 2,10.99,2012-01-24,0,Racing,47,329,67,True,False,False
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,14.99,2011-09-13,0,Action;Massively Multiplayer;Simulation,140,26922,2274,True,False,False
35460,The Ball,6.99,2010-10-26,0,Action;Adventure;Indie,17,606,210,True,False,False
35480,Dwarfs!?,7.99,2011-05-04,0,Strategy;Indie;Casual,29,619,177,True,True,True
35600,Big Brain Wolf,3.99,2009-11-05,0,Adventure;Casual;Strategy,10,44,37,True,False,False
35700,Trine Enchanted Edition,9.99,2009-07-02,0,Action;Adventure;Indie,33,9448,407,True,True,True
35720,Trine 2: Complete Story,13.99,2013-06-06,0,Action;Adventure;Indie,97,16369,706,True,True,True
35800,BRAINPIPE: A Plunge to Unhumanity,0.0,2009-07-06,0,Casual;Indie,0,126,22,True,True,False
36000,Foreign Legion: Buckets of Blood,3.99,2009-08-04,0,Action;Indie,23,184,111,True,True,False
36100,Tradewinds Classics,3.99,2009-07-17,0,Casual,0,43,2,True,False,False
36130,Tradewinds Caravans + Odyssey Pack,10.99,2009-07-17,0,Casual,0,4,1,True,False,False
36180,Cake Mania Collection,10.99,2009-07-17,0,Casual,0,28,11,True,False,False
36210,Monster Mash,3.49,2009-07-17,0,Casual,0,11,3,True,False,False
36240,Kuros,4.99,2009-09-21,0,Casual,0,7,0,True,False,False
36300,Cake Mania Main Street™,4.99,2010-02-16,0,Casual,0,13,5,True,False,False
36310,Westward® IV: All Aboard,4.99,2010-02-16,0,Strategy;Casual,0,11,1,True,False,False
36320,Iron Roses,4.99,2010-02-16,0,Adventure;Casual,0,4,3,True,False,False
36900,Angle of Attack,6.99,2009-08-17,0,Action;Simulation,0,0,2,True,False,False
36910,All Aspect Warfare,6.99,2009-08-17,0,Action;Simulation,0,3,8,True,False,False
37000,The Void,6.99,2009-12-15,0,Nudity;Action;Adventure,0,581,126,True,False,False
37010,Ninja Blade,6.99,2009-11-19,0,Action,0,128,72,True,False,False
37030,UFO: Extraterrestrials Gold,9.99,2010-02-17,0,Strategy,0,122,43,True,False,False
37100,Aztaka,3.99,2009-11-05,0,Action;RPG;Indie,0,94,39,True,True,False
37210,Chocolatier®: Decadence by Design™,7.49,2009-08-12,0,Simulation,0,51,23,True,True,False
37220,Cooking Dash®,7.49,2009-08-12,0,Simulation,0,27,9,True,True,False
37230,Diaper Dash®,7.49,2009-08-12,0,Simulation,0,13,2,True,True,False
37240,Diner Dash:® Hometown Hero™,7.49,2009-08-12,0,Simulation,0,26,66,True,True,False
37260,Emerald City Confidential™,7.49,2009-08-12,0,Adventure,0,50,3,True,False,False
37270,Wandering Willows™,10.99,2009-08-12,0,Adventure;RPG,0,20,0,True,True,False
37280,Wedding Dash® 2: Rings Around the World,7.49,2009-08-12,0,Simulation,0,13,3,True,True,False
37300,DinerTown Tycoon,6.99,2009-09-30,0,Simulation,0,8,5,True,True,False
37310,DinerTown Detective Agency™,4.99,2010-05-06,0,Casual,0,4,10,True,True,False
37320,The Nightshift Code™,4.99,2010-05-06,0,Casual,0,2,3,True,True,False
37330,Nightshift Legacy: The Jaguar's Eye™,4.99,2010-05-06,0,Casual,0,3,1,True,True,False
37340,Fitness Dash™,4.99,2010-05-06,0,Casual,0,8,0,True,True,False
37370,TriJinx: A Kristine Kross Mystery™,4.99,2010-05-06,0,Casual,0,3,1,True,True,False
37380,Valerie Porter and the Scarlet Scandal™,4.99,2010-05-06,0,Casual,0,5,6,True,True,False
37390,Gemini Lost™,4.99,2010-05-06,0,Casual,0,12,1,True,True,False
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2.99,2009-08-25,0,Adventure;Indie,0,494,118,True,False,False
37500,Magnetis ,1.49,2009-11-05,0,Indie;Casual,40,33,9,True,False,False
37600,Windosill,1.99,2009-09-25,0,Adventure;Casual;Indie,0,821,85,True,True,False
37700,Darkest of Days,14.99,2010-03-01,0,Action,0,158,63,True,False,False
37800,Quantz,7.99,2009-09-03,0,Indie;Casual,15,24,13,True,True,False
37960,Jewel Quest Pack,14.99,2009-08-24,0,Casual,0,19,3,True,False,False
38000,Mahjong Quest Collection,6.99,2009-08-24,0,Casual,0,20,2,True,False,False
38070,Coconut Queen,6.99,2009-12-17,0,Casual;Simulation,0,11,1,True,False,False
38080,Build-A-Lot,6.99,2009-12-17,0,Simulation,0,11,2,True,False,False
38090,Build-A-Lot 2: Town of the Year,6.99,2009-12-17,0,Simulation,0,3,0,True,False,False
38100,Build-A-Lot 3: Passport to Europe,6.99,2009-12-17,0,Simulation,0,2,0,True,False,False
38110,Build-A-Lot 4: Power Source,6.99,2009-12-17,0,Simulation,0,4,3,True,False,False
38120,Farm Frenzy,3.99,2010-02-15,0,Casual,0,19,2,True,False,False
38130,Farm Frenzy 2,3.99,2010-02-15,0,Casual,0,17,2,True,False,False
38140,Farm Frenzy: Pizza Party,3.99,2010-02-15,0,Casual,0,16,1,True,False,False
38150,Farm Frenzy 3,6.99,2010-02-15,0,Casual,0,7,1,True,False,False
38160,Farm Frenzy 3: American Pie,6.99,2010-02-15,0,Casual,0,2,0,True,False,False
38170,Cradle of Rome,6.99,2010-02-20,0,Casual,0,16,2,True,False,False
38180,Cradle of Persia,6.99,2010-02-20,0,Casual,0,6,0,True,False,False
38190,Romance of Rome,6.99,2010-02-20,0,Casual,0,4,5,True,False,False
38210,Roogoo,0.79,2009-12-17,0,Casual,0,273,66,True,False,False
38230,Hotel Giant 2,5.59,2010-01-27,0,Simulation,13,66,95,True,False,False
38400,Fallout: A Post Nuclear Role Playing Game,7.99,2015-11-01,16,RPG,0,6983,643,True,False,False
38410,Fallout 2: A Post Nuclear Role Playing Game,7.99,2009-08-19,16,RPG,0,4758,321,True,False,False
38420,Fallout Tactics: Brotherhood of Steel,7.99,2009-08-19,16,Strategy,0,847,210,True,False,False
38430,Kingpin — Life of Crime,6.99,2009-08-19,0,Action,0,163,42,True,False,False
38450,MDK,6.99,2009-09-17,0,Action,0,138,45,True,False,False
38460,MDK 2,6.99,2009-09-17,0,Action,0,95,19,True,False,False
38490,Earthworm Jim 2,14.99,2009-11-04,0,Action;Adventure,0,47,16,True,False,False
38600,Faerie Solitaire,6.99,2010-09-17,0,Casual;Indie,30,2147,207,True,True,False
38700,Toki Tori,3.99,2010-01-28,0,Casual;Indie,38,1660,226,True,True,True
38720,RUSH,3.99,2010-12-03,0,Casual;Indie;Strategy,25,1069,117,True,True,True
38740,EDGE,4.99,2011-08-11,0,Action;Indie,47,1714,148,True,True,True
39000,Moonbase Alpha,0.0,2010-07-06,0,Adventure;Simulation;Strategy,0,9867,1166,True,False,False
39110,SEASON OF MYSTERY: The Cherry Blossom Murders,2.99,2010-02-03,0,Casual,15,156,44,True,False,False
39120,RIFT,0.0,2011-03-01,0,Free to Play;Massively Multiplayer;RPG,0,6885,2326,True,False,False
39140,FINAL FANTASY VII,9.99,2013-07-04,12,RPG,36,11722,878,True,False,False
39150,FINAL FANTASY VIII,9.99,2013-12-05,16,RPG,45,5323,682,True,False,False
39190,Dungeon Siege,4.99,2011-04-05,0,RPG,0,1179,397,True,False,False
39200,Dungeon Siege II,4.99,2005-08-16,0,RPG,0,813,343,True,False,False
